length,word_count,punctuation_count,upper_count,digit_count,special_char_count,has_url,has_email,has_currency,has_phone_number,has_smishing_words,entropy
53,9,2,3,0,2,0,0,0,0,1,4.128033897592043
51,12,2,2,7,2,0,0,0,0,1,4.120010375622987
263,54,23,11,0,23,0,0,0,0,1,4.414967374805125
51,15,2,2,1,2,0,0,0,0,1,3.783748500452667
147,32,6,16,19,6,1,0,1,0,1,4.901408088870045
78,14,3,2,2,3,0,0,0,0,1,4.094252214485183
160,33,5,4,0,5,0,0,0,0,1,4.141513845665395
126,21,8,2,0,8,0,0,0,0,1,4.077544420554692
59,14,6,2,0,6,0,0,0,0,0,3.825186628158815
23,5,0,1,0,0,0,0,0,0,1,3.5342190211803413
81,17,4,11,15,4,0,0,0,0,1,4.52061239256004
52,10,1,2,0,1,0,0,0,0,1,3.876054690436896
47,8,0,1,0,0,0,0,0,0,1,3.9988566074486207
26,5,0,1,0,0,0,0,0,0,0,3.2232715659654496
145,28,6,8,7,6,0,0,0,0,1,4.542363600668611
15,4,4,1,0,4,0,0,0,0,1,3.323231428797621
47,9,3,2,0,3,0,0,0,0,1,4.314915181326778
81,15,5,12,5,5,0,0,0,0,1,4.500423417939964
157,29,11,5,0,11,0,0,0,0,1,4.322319913554272
30,7,0,1,0,0,0,0,0,0,1,3.7232314287976207
34,6,0,1,0,0,0,0,0,0,1,3.8924866505712017
72,17,4,3,0,4,0,0,0,0,1,4.100926572126644
46,8,6,1,0,6,0,0,0,0,1,4.159325271227373
12,3,0,6,2,0,0,0,0,0,0,3.418295834054489
44,8,1,1,0,1,0,0,0,0,1,3.9724788467004655
96,21,11,2,7,11,1,0,0,0,1,4.546185320161594
29,7,3,1,0,3,0,0,0,0,1,3.797467632984005
55,13,3,2,0,3,0,0,0,0,1,4.009762880974397
55,12,5,3,0,5,0,0,0,0,1,4.047573414683
34,8,2,3,0,2,0,0,0,0,1,4.016687195468967
48,9,2,2,0,2,0,0,0,0,1,3.903107168362811
139,26,2,6,22,2,0,0,1,1,1,4.524416573945915
41,10,3,2,0,3,0,0,0,0,1,3.9947641270344936
16,3,0,1,0,0,0,0,0,0,0,3.625
24,6,1,1,0,1,0,0,0,0,0,3.5383201891060008
162,31,10,17,16,10,0,1,1,1,1,5.116089568415236
45,11,1,1,1,1,0,0,0,0,1,3.761887064508246
99,23,5,1,4,5,0,0,0,0,1,4.220167864755752
46,8,1,1,0,1,0,0,0,0,1,3.8759434790609073
44,10,4,1,1,4,0,0,0,0,0,3.897407619700922
58,10,8,1,0,8,0,0,0,0,1,4.084996727252074
107,22,13,4,1,13,0,0,0,0,0,4.063687101177655
55,13,1,3,0,1,0,0,0,0,0,3.974846141955727
89,17,17,2,0,17,0,0,0,0,1,4.149734588222995
42,8,10,3,0,10,0,0,0,0,1,3.768964816412474
72,16,2,2,0,2,0,0,0,0,0,3.835156740046544
30,6,10,2,0,10,0,0,0,0,0,3.831401845392172
156,25,5,23,12,5,0,0,0,0,1,4.783889379599173
30,7,1,1,0,1,0,0,0,0,0,3.6062389286533896
151,32,12,4,0,12,0,0,0,0,1,4.09676304002429
28,7,3,1,0,3,0,0,0,0,0,3.892724905113432
107,25,4,2,0,4,0,0,0,0,1,4.082589043946304
75,16,1,2,1,1,0,0,0,0,1,3.972944819054836
45,7,7,2,0,7,0,0,0,0,0,3.693282052561953
81,18,1,0,0,1,0,0,0,0,1,3.876368759062811
52,8,4,1,0,4,0,0,0,0,1,3.940328421307813
138,26,9,34,10,9,0,1,0,0,1,5.081264497139042
22,5,3,2,0,3,0,0,0,0,1,3.697845823084411
24,6,0,1,0,0,0,0,0,0,0,3.605388542207534
81,12,7,6,12,7,0,0,1,0,1,4.839246607555799
37,7,2,2,0,2,0,0,0,0,1,4.118520177072186
107,23,2,3,0,2,0,0,0,0,1,4.196364479225017
160,33,14,10,0,14,0,0,0,0,0,4.368921269799797
51,11,1,1,0,1,0,0,0,0,1,4.039908068124803
82,15,1,1,0,1,0,0,0,0,1,4.128371965229123
34,6,2,1,0,2,0,0,0,0,0,3.799979385049829
61,11,3,5,0,3,0,0,0,0,1,4.135656093524075
31,6,2,1,0,2,0,0,0,0,0,3.732444601324706
62,12,7,3,0,7,0,0,0,0,1,3.987548578259504
142,28,8,19,28,8,0,0,0,1,1,4.982685919905648
76,14,2,2,1,2,0,0,0,0,1,4.05918347010988
155,26,7,15,14,7,0,0,0,0,1,4.843240319595621
77,18,2,2,1,2,0,0,0,0,1,3.886561628447151
29,6,2,2,0,2,0,0,0,0,0,3.991794254480547
81,16,6,1,0,6,0,0,0,0,1,4.321850659338605
83,18,4,3,0,4,0,0,0,0,1,4.065402470987644
54,10,5,3,0,5,0,0,0,0,1,4.222867947474572
60,12,5,5,0,5,0,0,0,0,0,3.7600749166073206
62,14,9,3,0,9,0,0,0,0,0,3.907426893365821
89,18,4,2,0,4,0,0,0,0,1,4.090015708385748
153,24,9,20,4,9,0,0,1,0,1,4.771844539933338
53,14,1,1,2,1,0,0,0,0,1,3.9161871848136167
4,2,1,1,1,1,0,0,0,0,0,2.0
44,11,2,3,0,2,0,0,0,0,1,3.939116777965
118,22,4,3,0,4,0,0,0,0,1,4.238633534904784
82,17,0,5,15,0,0,0,0,1,1,4.343705322791653
115,21,6,19,19,6,0,0,1,1,1,4.687704488477466
215,44,8,7,0,8,0,0,0,0,1,4.331741139364757
162,28,5,7,0,5,0,1,0,0,1,4.263932404172699
41,10,3,1,0,3,0,0,0,0,0,3.641344005188809
36,7,3,3,0,3,0,0,0,0,1,4.083274571476651
237,50,7,6,3,7,0,0,0,0,1,4.220774843480509
142,27,14,4,0,14,0,0,0,0,1,4.078586888692255
54,12,0,2,0,0,0,0,0,0,1,3.91159692326765
202,34,12,27,0,12,0,0,0,0,1,4.683507159401206
36,9,4,1,0,4,0,0,0,0,0,3.9364146693154582
32,7,1,1,0,1,0,0,0,0,1,4.054229296672174
113,20,1,1,0,1,0,0,0,0,1,3.888512316197191
37,6,6,2,0,6,0,0,0,0,1,3.8951509201400127
41,9,8,3,0,8,0,0,0,0,0,3.7095609944888928
28,6,3,2,0,3,0,0,0,0,0,3.838804369244613
146,35,4,5,0,4,0,0,0,0,1,4.151911768738015
162,27,12,31,26,12,0,0,1,1,1,5.041466764426723
83,18,1,2,1,1,0,0,0,0,1,4.0486107093011325
35,8,2,2,0,2,0,0,0,0,1,3.714260518792667
28,6,1,1,0,1,0,0,0,0,0,3.9371932086075945
60,11,4,2,0,4,0,0,0,0,0,3.8826599585873858
44,10,2,2,0,2,0,0,0,0,1,4.120934959783182
43,8,2,2,0,2,0,0,0,0,0,3.6408949888144937
153,29,0,5,17,0,0,0,0,1,1,4.428589090624768
75,18,3,1,0,3,0,0,0,0,1,4.213679651698985
25,5,1,1,0,1,0,0,0,0,1,3.813660689688185
70,11,4,10,25,4,0,0,1,1,1,4.948866010043672
31,6,2,1,0,2,0,0,0,0,1,3.861476859389223
27,7,2,2,0,2,0,0,0,0,0,3.806382299406551
139,23,6,7,0,6,0,0,0,0,1,4.450450246485399
22,5,1,1,0,1,0,0,0,0,0,3.29989639116789
24,4,4,1,0,4,0,0,0,0,1,3.605388542207534
24,6,4,1,0,4,0,0,0,0,0,3.834962500721157
49,11,1,2,2,1,0,0,0,0,1,4.058815334777912
127,26,4,2,0,4,0,0,0,0,1,4.097454240528502
66,11,4,1,0,4,0,0,0,0,1,4.172548666838243
75,15,4,2,0,4,0,0,0,0,1,4.175538267192349
30,8,2,2,2,2,0,0,0,0,0,4.123231428797621
29,6,3,1,2,3,0,0,0,0,0,3.71937582241537
47,9,1,2,0,1,0,0,0,0,0,4.025348362721738
193,34,8,13,5,8,0,0,0,0,1,4.695078537181688
28,5,2,1,0,2,0,0,0,0,1,4.2359263506290326
28,6,0,1,0,0,0,0,0,0,0,3.593991763091994
121,27,3,3,0,3,0,0,0,0,0,4.189051568892912
154,28,11,31,31,11,0,0,1,1,1,5.233522256604154
70,17,2,3,1,2,0,0,0,0,0,3.997020431713803
28,5,4,1,0,4,0,0,0,0,1,3.9677201004744993
123,30,5,4,1,5,0,0,0,0,1,4.135334297260261
32,7,2,2,0,2,0,0,0,0,1,3.952819531114783
44,6,8,2,0,8,0,0,0,0,1,3.908549096875309
65,12,4,3,13,4,0,0,0,1,1,4.690008444811106
46,10,9,2,0,9,0,0,0,0,1,4.064444228257801
130,31,1,6,2,1,0,0,0,0,1,4.211615994882029
133,24,3,6,0,3,0,0,0,0,1,4.318294633158632
49,12,6,2,2,6,0,0,0,0,0,3.806892031503146
154,31,4,5,14,4,0,0,0,1,1,4.376494016522333
30,7,3,2,0,3,0,0,0,0,0,3.831401845392172
132,29,10,9,5,10,0,0,0,0,1,4.538331707691603
80,20,3,3,2,3,0,0,0,0,1,4.003501540669804
161,23,9,13,18,9,0,0,0,1,1,4.940229098990876
26,6,1,2,0,1,0,0,0,0,1,3.792376622970445
52,10,0,2,0,0,0,0,0,0,1,3.723324334478116
63,10,13,2,0,13,0,0,0,0,1,4.095607900579529
44,8,1,1,0,1,0,0,0,0,1,4.061118267834333
73,15,1,1,2,1,0,0,0,0,1,4.044575327990232
79,18,6,2,3,6,0,0,0,0,1,4.131011881192993
28,6,0,1,0,0,0,0,0,0,1,3.553090083530328
97,21,4,11,7,4,1,0,0,0,1,4.577128405416695
106,17,3,9,11,3,0,0,0,1,1,4.520433376898801
48,8,2,1,0,2,0,0,0,0,1,4.2457817728567
120,29,4,84,3,4,0,0,0,0,0,4.1504029673000105
30,7,0,0,0,0,0,0,0,0,0,3.5810760119146066
36,9,3,2,0,3,0,0,0,0,0,3.971001127588696
43,9,3,3,0,3,0,0,0,0,1,4.146740335896194
189,31,10,26,0,10,0,0,0,0,1,4.670860495248498
146,26,5,22,11,5,0,0,0,1,1,4.833015460278714
66,16,2,2,0,2,0,0,0,0,1,3.891759742964918
132,27,3,5,11,3,0,0,0,1,1,4.493195234640876
163,29,8,128,2,8,0,0,0,0,0,4.269280898358017
65,12,3,6,15,3,0,0,0,1,1,4.5462395529965445
157,28,11,3,25,11,0,0,0,1,1,4.761639204939793
152,29,7,3,22,7,0,0,1,0,1,4.607483000488568
25,6,0,3,0,0,0,0,0,0,1,3.8594705707972503
55,10,4,2,0,4,0,0,0,0,1,4.219297840829477
54,10,4,3,0,4,0,0,0,0,1,4.182779113467524
52,12,1,2,0,1,0,0,0,0,1,3.850579847132863
76,17,3,2,1,3,0,0,0,0,1,4.195250548306935
153,26,4,27,20,4,0,0,0,1,1,4.943215967876783
152,33,6,4,1,6,0,0,0,0,1,4.296975683256676
27,5,2,1,0,2,0,0,0,0,1,3.8063822994065513
137,31,6,12,3,6,0,0,0,0,1,4.444120605426246
63,13,3,2,0,3,0,0,0,0,1,3.761666529114194
27,5,1,1,0,1,0,0,0,0,0,3.5417435206018597
36,7,3,3,0,3,0,0,0,0,0,3.8537006129630296
32,6,0,1,0,0,0,0,0,0,1,3.7386085007312415
101,22,2,3,0,2,0,0,0,0,1,4.038902337987079
31,6,2,3,0,2,0,0,0,0,0,3.579061133512982
40,7,1,1,1,1,0,0,0,0,0,4.196439344671015
41,8,4,2,0,4,0,0,0,0,1,4.103261224978558
144,24,4,22,24,4,0,0,1,1,1,4.918524250917041
26,4,2,1,0,2,0,0,0,0,1,3.6902603909683833
18,4,2,1,0,2,0,0,0,0,1,3.4193819456463714
99,22,5,5,0,5,0,0,0,0,1,4.137463626942506
50,12,2,3,0,2,0,0,0,0,0,3.7921947334149024
47,12,4,3,0,4,0,0,0,0,1,3.9086687147352697
51,10,4,4,0,4,0,0,0,0,1,4.097841763073494
89,18,6,2,2,6,0,0,0,0,0,4.338766097196811
141,25,4,26,7,4,0,0,0,0,1,4.896164217811892
105,18,3,5,5,3,0,0,1,0,1,4.304050163879872
157,31,5,4,10,5,1,0,0,1,1,4.473709271406216
115,24,4,2,1,4,0,0,0,0,1,4.252596754463551
157,27,2,3,22,2,0,0,1,1,1,4.5585266720373125
26,5,3,2,0,3,0,0,0,0,0,3.9312089489103226
49,10,3,1,0,3,0,0,0,0,1,3.943007742110413
142,25,9,3,0,9,1,0,0,0,1,4.345529641476351
148,32,7,13,0,7,0,0,0,0,1,4.1212412902137245
104,22,6,2,0,6,0,0,0,0,1,4.2211818486461565
72,16,5,2,0,5,0,0,0,0,1,4.087531386509947
36,7,5,1,0,5,0,0,0,0,1,3.9682270867523104
31,7,1,1,0,1,0,0,0,0,1,3.566468890752879
37,8,2,2,0,2,0,0,0,0,0,3.914422366685879
159,31,7,9,14,7,0,0,0,0,1,4.6548170763264745
84,15,2,1,0,2,0,0,0,0,1,3.9503972073947966
109,20,3,13,22,3,0,0,0,1,1,4.770538074938147
33,6,7,1,0,7,0,0,0,0,0,4.089552452560668
29,6,1,1,0,1,0,0,0,0,1,3.60747539145549
24,6,4,1,0,4,0,0,0,0,1,4.053508854797679
31,7,1,1,1,1,0,0,0,0,1,3.9134007456613777
54,11,1,2,0,1,0,0,0,0,0,4.040657409009979
56,12,3,3,0,3,0,0,0,0,1,4.00211235188259
38,6,3,1,0,3,0,0,0,0,0,4.251235329734976
22,5,2,1,0,2,0,0,0,0,0,3.550340709546388
134,23,6,10,5,6,0,0,1,0,1,4.622185316423323
216,40,8,20,16,8,0,0,0,0,1,4.552801223946381
50,13,1,1,1,1,0,0,0,0,1,3.7137863204943655
42,8,0,1,0,0,0,0,0,0,1,3.92979547122589
24,4,1,1,0,1,0,0,0,0,0,3.2924812503605785
111,21,9,2,0,9,0,0,0,0,1,4.238299039990327
21,5,4,1,0,4,0,0,0,0,0,3.5585186130489057
203,34,9,1,0,9,0,0,0,0,1,4.096334531207703
37,7,6,1,1,6,0,0,0,0,0,4.077715447225512
39,8,5,1,0,5,0,0,0,0,1,3.874644526332662
36,7,0,1,0,0,0,0,0,0,0,3.905764584655452
119,26,8,7,0,8,0,0,0,0,1,4.235108720639817
97,19,8,3,0,8,0,0,0,0,1,4.052653610071252
22,4,3,1,0,3,0,0,0,0,1,3.606936732175321
33,8,2,1,0,2,0,0,0,0,1,4.066677073707229
124,27,1,1,0,1,0,0,0,0,1,3.945613228945013
143,27,5,5,0,5,0,0,0,0,1,4.293954555819777
147,26,4,15,21,4,0,0,0,1,1,4.81762468393642
71,15,4,4,0,4,0,0,0,0,1,4.078008825833875
180,33,36,30,0,36,0,0,0,0,1,4.768216757752302
57,15,5,2,4,5,0,0,0,0,1,4.223265348167295
133,27,3,5,12,3,0,0,0,1,1,4.493190309315325
115,21,7,9,18,7,0,0,0,1,1,4.608655279052169
159,34,10,10,8,10,0,0,1,0,1,4.470561310780307
159,31,6,7,17,6,0,0,0,1,1,4.606110222337606
47,13,4,3,0,4,0,0,0,0,1,3.9646089377797527
136,24,14,14,3,14,0,0,0,0,1,4.716223799951583
37,8,3,1,0,3,0,0,0,0,1,3.891753703408316
30,6,1,1,0,1,0,0,0,0,1,3.986569246460625
40,8,2,11,0,2,0,0,0,0,1,4.292896608419108
44,10,2,2,0,2,0,0,0,0,1,3.933990357756304
26,6,1,1,0,1,0,0,0,0,1,3.840265565194927
141,27,12,3,0,12,0,0,0,0,1,4.209560460945789
158,35,3,1,0,3,0,0,0,0,1,4.095823946149413
32,6,1,1,0,1,0,0,0,0,1,3.753928031846024
183,39,8,7,0,8,0,0,0,0,1,4.365299192459923
91,20,4,2,0,4,0,0,0,0,1,4.188960607185918
41,7,2,1,0,2,0,0,0,0,0,3.976352236737824
72,14,0,1,0,0,0,0,0,0,1,3.8287138800435314
154,30,9,4,5,9,1,0,0,0,1,4.572915798136752
147,32,3,3,2,3,0,0,0,0,1,4.1655199498127065
202,39,7,24,0,7,0,0,0,0,1,4.572966158878644
180,29,7,29,32,7,0,0,1,0,1,5.225575688555077
119,28,4,39,10,4,0,0,1,0,1,4.704153102915309
62,13,2,2,0,2,0,0,0,0,0,3.9792693430663206
147,32,4,2,1,4,0,0,0,0,1,4.193919215826077
162,26,2,4,19,2,0,0,0,1,1,4.537900598058002
379,72,31,29,13,31,0,0,0,0,1,4.707365527275788
108,24,6,5,0,6,0,0,0,0,1,4.192460100845212
50,10,1,1,0,1,0,0,0,0,1,3.987976439385299
152,25,3,18,18,3,1,0,0,1,1,5.001958024914202
160,24,7,12,21,7,0,0,0,1,1,4.77246289750079
111,20,3,27,32,3,0,0,1,1,1,4.939962004817998
